Day,Exam_Date,Rank,Registration_No,Roll_No,Marks,Percentile
Day 4 (22 June 2026),22 June 2026,8986,SG250014915,1010100118,10.85,13.1
Day 4 (22 June 2026),22 June 2026,7059,SG250014991,1010100119,21.83,31.73
Day 4 (22 June 2026),22 June 2026,7919,SG250015233,1010100121,17.52,23.42
Day 4 (22 June 2026),22 June 2026,8484,SG250015344,1010100122,14.14,17.95
Day 4 (22 June 2026),22 June 2026,6400,SG250015471,1010100123,25.08,38.11
Day 4 (22 June 2026),22 June 2026,1365,SG250015514,1010100124,48.75,86.81
Day 4 (22 June 2026),22 June 2026,9202,SG250015615,1010100126,9.49,11.01
Day 4 (22 June 2026),22 June 2026,8723,SG250015714,1010100127,12.55,15.64
Day 4 (22 June 2026),22 June 2026,6169,SG250016210,1010100130,26.09,40.34
Day 4 (22 June 2026),22 June 2026,3060,SG250016306,1010100132,39.79,70.41
Day 4 (22 June 2026),22 June 2026,2022,SG250016369,1010100134,44.74,80.45
Day 4 (22 June 2026),22 June 2026,4626,SG250016411,1010100135,33.08,55.27
Day 4 (22 June 2026),22 June 2026,8923,SG250016476,1010100136,11.19,13.71
Day 4 (22 June 2026),22 June 2026,1023,SG250016525,1010100137,51.39,90.12
Day 4 (22 June 2026),22 June 2026,8942,SG250016704,1010100138,11.14,13.52
Day 4 (22 June 2026),22 June 2026,2421,SG250016742,1010100139,42.75,76.59
Day 4 (22 June 2026),22 June 2026,6842,SG250016938,1010100141,22.86,33.83
Day 4 (22 June 2026),22 June 2026,6992,SG250017276,1010100144,22.14,32.38
Day 4 (22 June 2026),22 June 2026,8591,SG250017309,1010100145,13.49,16.92
Day 4 (22 June 2026),22 June 2026,4275,SG250017591,1010100147,34.43,58.66
Day 4 (22 June 2026),22 June 2026,8490,SG250017725,1010100148,14.13,17.89
Day 4 (22 June 2026),22 June 2026,8836,SG250017791,1010100149,11.82,14.55
Day 4 (22 June 2026),22 June 2026,2615,SG250017985,1010100153,41.78,74.72
Day 4 (22 June 2026),22 June 2026,5922,SG250018000,1010100154,27.42,42.73
Day 4 (22 June 2026),22 June 2026,2814,SG250018327,1010100156,41.08,72.79
Day 4 (22 June 2026),22 June 2026,4944,SG250018465,1010100157,31.74,52.19
Day 4 (22 June 2026),22 June 2026,5735,SG250018647,1010100159,28.15,44.54
Day 4 (22 June 2026),22 June 2026,10126,SG250018671,1010100161,1.02,2.07
Day 4 (22 June 2026),22 June 2026,4395,SG250019252,1010100164,34.04,57.5
Day 4 (22 June 2026),22 June 2026,6793,SG250019422,1010100165,23.16,34.31
Day 4 (22 June 2026),22 June 2026,2701,SG250019548,1010100166,41.44,73.89
Day 4 (22 June 2026),22 June 2026,7834,SG250019575,1010100167,18.08,24.24
Day 4 (22 June 2026),22 June 2026,4848,SG250019716,1010100168,32.1,53.12
Day 4 (22 June 2026),22 June 2026,7711,SG250019787,1010100169,18.74,25.43
Day 4 (22 June 2026),22 June 2026,8987,SG250019818,1010100170,10.85,13.09
Day 4 (22 June 2026),22 June 2026,5313,SG250019924,1010100172,30.08,48.62
Day 4 (22 June 2026),22 June 2026,3215,SG250019927,1010100173,39.09,68.91
Day 4 (22 June 2026),22 June 2026,2285,SG250020295,1010100176,43.41,77.91
Day 4 (22 June 2026),22 June 2026,3157,SG250020638,1010100179,39.42,69.47
Day 4 (22 June 2026),22 June 2026,6296,SG250021515,1010100184,25.46,39.11
Day 4 (22 June 2026),22 June 2026,4353,SG250021723,1010100185,34.1,57.91
Day 4 (22 June 2026),22 June 2026,9899,SG250021813,1010100186,3.74,4.27
Day 4 (22 June 2026),22 June 2026,8990,SG250022051,1010100187,10.84,13.06
Day 4 (22 June 2026),22 June 2026,7317,SG250022252,1010100189,20.52,29.24
Day 4 (22 June 2026),22 June 2026,7797,SG250024124,1010100193,18.15,24.6
Day 4 (22 June 2026),22 June 2026,1029,SG250025539,1010100194,51.38,90.06
Day 4 (22 June 2026),22 June 2026,3424,SG250026522,1010100195,38.1,66.89
Day 4 (22 June 2026),22 June 2026,6321,SG250028721,1010100196,25.43,38.87
Day 4 (22 June 2026),22 June 2026,8735,SG250042099,1010100197,12.52,15.52
Day 4 (22 June 2026),22 June 2026,7360,SG250043061,1010100198,20.46,28.82
Day 4 (22 June 2026),22 June 2026,7538,SG250049087,1010100199,19.49,27.1
Day 4 (22 June 2026),22 June 2026,6607,SG250079947,1010100200,24.12,36.11
Day 4 (22 June 2026),22 June 2026,6655,SG250022506,1010110060,23.85,35.64
Day 4 (22 June 2026),22 June 2026,5338,SG250022669,1010110061,29.81,48.38
Day 4 (22 June 2026),22 June 2026,9217,SG250022832,1010110062,9.44,10.86
Day 4 (22 June 2026),22 June 2026,3229,SG250022970,1010110063,39.08,68.78
Day 4 (22 June 2026),22 June 2026,4738,SG250023030,1010110064,32.45,54.18
Day 4 (22 June 2026),22 June 2026,3082,SG250023196,1010110066,39.76,70.2
Day 4 (22 June 2026),22 June 2026,6434,SG250023314,1010110067,24.78,37.78
Day 4 (22 June 2026),22 June 2026,2742,SG250023424,1010110068,41.41,73.49
Day 4 (22 June 2026),22 June 2026,45,SG250023573,1010110069,67.7,99.57
Day 4 (22 June 2026),22 June 2026,9026,SG250023709,1010110071,10.55,12.71
Day 4 (22 June 2026),22 June 2026,8553,SG250023991,1010110072,13.79,17.28
Day 4 (22 June 2026),22 June 2026,9783,SG250024092,1010110073,4.83,5.39
Day 4 (22 June 2026),22 June 2026,3158,SG250024363,1010110074,39.42,69.47
Day 4 (22 June 2026),22 June 2026,10228,SG250024521,1010110076,-1.08,1.08
Day 4 (22 June 2026),22 June 2026,7607,SG250024572,1010110077,19.14,26.43
Day 4 (22 June 2026),22 June 2026,8504,SG250024675,1010110078,14.09,17.76
Day 4 (22 June 2026),22 June 2026,5683,SG250024715,1010110079,28.45,45.04
Day 4 (22 June 2026),22 June 2026,2463,SG250024839,1010110080,42.45,76.19
Day 4 (22 June 2026),22 June 2026,4485,SG250024876,1010110081,33.45,56.63
Day 4 (22 June 2026),22 June 2026,1403,SG250024907,1010110082,48.43,86.44
Day 4 (22 June 2026),22 June 2026,6804,SG250025313,1010110084,23.13,34.2
Day 4 (22 June 2026),22 June 2026,7005,SG250025704,1010110086,22.13,32.26
Day 4 (22 June 2026),22 June 2026,6915,SG250025708,1010110087,22.49,33.13
Day 4 (22 June 2026),22 June 2026,6670,SG250026358,1010110090,23.81,35.5
Day 4 (22 June 2026),22 June 2026,8348,SG250026473,1010110092,14.86,19.27
Day 4 (22 June 2026),22 June 2026,4486,SG250026544,1010110094,33.45,56.62
Day 4 (22 June 2026),22 June 2026,10260,SG250026706,1010110097,-2.2,0.77
Day 4 (22 June 2026),22 June 2026,7824,SG250026847,1010110098,18.11,24.34
Day 4 (22 June 2026),22 June 2026,3596,SG250027084,1010110099,37.43,65.23
Day 4 (22 June 2026),22 June 2026,2520,SG250027159,1010110100,42.39,75.64
Day 4 (22 June 2026),22 June 2026,5373,SG250027379,1010110102,29.77,48.04
Day 4 (22 June 2026),22 June 2026,1352,SG250027455,1010110103,49.05,86.93
Day 4 (22 June 2026),22 June 2026,7073,SG250027553,1010110104,21.81,31.6
Day 4 (22 June 2026),22 June 2026,4125,SG250027672,1010110105,35.1,60.11
Day 4 (22 June 2026),22 June 2026,4786,SG250027685,1010110106,32.41,53.72
Day 4 (22 June 2026),22 June 2026,9484,SG250027713,1010110107,7.42,8.28
Day 4 (22 June 2026),22 June 2026,7302,SG250027774,1010110108,20.75,29.38
Day 4 (22 June 2026),22 June 2026,7211,SG250027830,1010110109,21.14,30.26
Day 4 (22 June 2026),22 June 2026,9617,SG250027863,1010110110,6.36,6.99
Day 4 (22 June 2026),22 June 2026,10295,SG250027966,1010110112,-4.41,0.44
Day 4 (22 June 2026),22 June 2026,9970,SG250028160,1010110113,2.91,3.58
Day 4 (22 June 2026),22 June 2026,5506,SG250028807,1010110118,29.12,46.76
Day 4 (22 June 2026),22 June 2026,2422,SG250028829,1010110119,42.75,76.58
Day 4 (22 June 2026),22 June 2026,8527,SG250028856,1010110120,13.84,17.54
Day 4 (22 June 2026),22 June 2026,9048,SG250028903,1010110121,10.49,12.5
Day 4 (22 June 2026),22 June 2026,4770,SG250028921,1010110122,32.43,53.87
Day 4 (22 June 2026),22 June 2026,1789,SG250029178,1010110124,46.09,82.71
Day 4 (22 June 2026),22 June 2026,9902,SG250029228,1010110125,3.7,4.24
Day 4 (22 June 2026),22 June 2026,9488,SG250029388,1010110126,7.23,8.24
Day 4 (22 June 2026),22 June 2026,4574,SG250029760,1010110127,33.12,55.77
Day 4 (22 June 2026),22 June 2026,5983,SG250029787,1010110128,27.1,42.14
Day 4 (22 June 2026),22 June 2026,7950,SG250030088,1010110130,17.45,23.12
Day 4 (22 June 2026),22 June 2026,9633,SG250030102,1010110131,6.18,6.84
Day 4 (22 June 2026),22 June 2026,5109,SG250030296,1010110132,30.8,50.59
Day 4 (22 June 2026),22 June 2026,1086,SG250030329,1010110133,50.75,89.51
Day 4 (22 June 2026),22 June 2026,8319,SG250030645,1010110134,15.13,19.55
Day 4 (22 June 2026),22 June 2026,13,SG250030709,1010110136,74.02,99.88
Day 4 (22 June 2026),22 June 2026,8298,SG250031051,1010110140,15.16,19.75
Day 4 (22 June 2026),22 June 2026,8573,SG250031310,1010110142,13.55,17.09
Day 4 (22 June 2026),22 June 2026,10140,SG250031318,1010110143,0.72,1.93
Day 4 (22 June 2026),22 June 2026,6843,SG250031319,1010110144,22.86,33.82
Day 4 (22 June 2026),22 June 2026,4137,SG250031446,1010110145,35.09,60.0
Day 4 (22 June 2026),22 June 2026,10262,SG250031630,1010110147,-2.41,0.75
Day 4 (22 June 2026),22 June 2026,402,SG250031957,1010110150,57.71,96.12
Day 4 (22 June 2026),22 June 2026,2264,SG250032011,1010110151,43.42,78.11
Day 4 (22 June 2026),22 June 2026,9806,SG250032205,1010110153,4.68,5.16
Day 4 (22 June 2026),22 June 2026,7855,SG250032240,1010110154,17.83,24.04
Day 4 (22 June 2026),22 June 2026,5197,SG250032587,1010110156,30.46,49.74
Day 4 (22 June 2026),22 June 2026,5791,SG250032641,1010110157,28.07,44.0
Day 4 (22 June 2026),22 June 2026,5667,SG250032677,1010110158,28.47,45.2
Day 4 (22 June 2026),22 June 2026,3876,SG250032773,1010110159,36.12,62.52
Day 4 (22 June 2026),22 June 2026,9832,SG250033030,1010110160,4.24,4.91
Day 4 (22 June 2026),22 June 2026,9787,SG250033162,1010110162,4.82,5.35
Day 4 (22 June 2026),22 June 2026,5772,SG250033384,1010110163,28.1,44.18
Day 4 (22 June 2026),22 June 2026,7334,SG250033497,1010110165,20.48,29.07
Day 4 (22 June 2026),22 June 2026,1645,SG250033498,1010110166,47.06,84.1
Day 4 (22 June 2026),22 June 2026,6561,SG250033686,1010110167,24.18,36.55
Day 4 (22 June 2026),22 June 2026,8604,SG250033834,1010110169,13.46,16.79
Day 4 (22 June 2026),22 June 2026,9278,SG250034105,1010110170,9.09,10.27
Day 4 (22 June 2026),22 June 2026,5800,SG250034352,1010110171,27.81,43.91
Day 4 (22 June 2026),22 June 2026,7979,SG250034737,1010110172,17.18,22.84
Day 4 (22 June 2026),22 June 2026,1556,SG250034796,1010110173,47.42,84.96
Day 4 (22 June 2026),22 June 2026,5422,SG250034810,1010110174,29.46,47.57
Day 4 (22 June 2026),22 June 2026,4739,SG250034834,1010110175,32.45,54.17
Day 4 (22 June 2026),22 June 2026,808,SG250034964,1010110176,53.06,92.19
Day 4 (22 June 2026),22 June 2026,8389,SG250035598,1010110179,14.78,18.87
Day 4 (22 June 2026),22 June 2026,3479,SG250036023,1010110181,37.81,66.36
Day 4 (22 June 2026),22 June 2026,3285,SG250036176,1010110183,38.75,68.24
Day 4 (22 June 2026),22 June 2026,8741,SG250036285,1010110184,12.5,15.47
Day 4 (22 June 2026),22 June 2026,7074,SG250036514,1010110185,21.81,31.59
Day 4 (22 June 2026),22 June 2026,9833,SG250036527,1010110186,4.24,4.9
Day 4 (22 June 2026),22 June 2026,7229,SG250036643,1010110187,21.12,30.09
Day 4 (22 June 2026),22 June 2026,3494,SG250036672,1010110188,37.78,66.22
Day 4 (22 June 2026),22 June 2026,3729,SG250036701,1010110189,36.79,63.94
Day 4 (22 June 2026),22 June 2026,6142,SG250036758,1010110190,26.13,40.6
Day 4 (22 June 2026),22 June 2026,10338,SG250036979,1010110193,-10.76,0.02
Day 4 (22 June 2026),22 June 2026,2622,SG250037014,1010110195,41.77,74.65
Day 4 (22 June 2026),22 June 2026,10138,SG250037124,1010110196,0.8,1.95
Day 4 (22 June 2026),22 June 2026,8242,SG250037261,1010110199,15.51,20.29
Day 4 (22 June 2026),22 June 2026,9758,SG250037306,1010110200,5.03,5.63
Day 4 (22 June 2026),22 June 2026,6478,SG250037442,1010110201,24.51,37.35
Day 4 (22 June 2026),22 June 2026,6883,SG250037518,1010110202,22.78,33.44
Day 4 (22 June 2026),22 June 2026,4610,SG250037719,1010110204,33.09,55.42
Day 4 (22 June 2026),22 June 2026,6245,SG250037835,1010110205,25.75,39.61
Day 4 (22 June 2026),22 June 2026,2286,SG250038042,1010110207,43.41,77.9
Day 4 (22 June 2026),22 June 2026,4857,SG250038238,1010110208,32.09,53.03
Day 4 (22 June 2026),22 June 2026,1586,SG250038376,1010110209,47.4,84.67
Day 4 (22 June 2026),22 June 2026,9138,SG250038435,1010110210,9.83,11.63
Day 4 (22 June 2026),22 June 2026,100,SG250038523,1010110212,65.04,99.04
Day 4 (22 June 2026),22 June 2026,8937,SG250038755,1010110214,11.15,13.57
Day 4 (22 June 2026),22 June 2026,1437,SG250038770,1010110215,48.39,86.11
Day 4 (22 June 2026),22 June 2026,7980,SG250038894,1010110217,17.17,22.83
Day 4 (22 June 2026),22 June 2026,1568,SG250038977,1010110218,47.41,84.84
Day 4 (22 June 2026),22 June 2026,478,SG250039061,1010110219,56.38,95.39
Day 4 (22 June 2026),22 June 2026,4864,SG250039128,1010110220,32.08,52.96
Day 4 (22 June 2026),22 June 2026,4883,SG250039474,1010110227,31.81,52.78
Day 4 (22 June 2026),22 June 2026,8294,SG250039538,1010110228,15.17,19.79
Day 4 (22 June 2026),22 June 2026,8766,SG250039590,1010110229,12.22,15.22
Day 4 (22 June 2026),22 June 2026,3159,SG250039642,1010110230,39.42,69.46
Day 4 (22 June 2026),22 June 2026,8015,SG250039806,1010110232,16.85,22.49
Day 4 (22 June 2026),22 June 2026,8501,SG250040236,1010110236,14.1,17.79
Day 4 (22 June 2026),22 June 2026,7335,SG250040289,1010110237,20.48,29.06
Day 4 (22 June 2026),22 June 2026,9398,SG250040292,1010110238,8.14,9.11
Day 4 (22 June 2026),22 June 2026,5413,SG250040345,1010110240,29.47,47.65
Day 4 (22 June 2026),22 June 2026,4564,SG250040397,1010110242,33.13,55.87
Day 4 (22 June 2026),22 June 2026,2322,SG250040426,1010110243,43.13,77.55
Day 4 (22 June 2026),22 June 2026,6837,SG250040429,1010110244,23.07,33.88
Day 4 (22 June 2026),22 June 2026,4986,SG250040547,1010110245,31.45,51.78
Day 4 (22 June 2026),22 June 2026,9450,SG250040671,1010110246,7.54,8.61
Day 4 (22 June 2026),22 June 2026,3871,SG250041139,1010110249,36.13,62.57
Day 4 (22 June 2026),22 June 2026,9496,SG250041176,1010110250,7.21,8.16
Day 4 (22 June 2026),22 June 2026,10073,SG250041196,1010110252,1.58,2.58
Day 4 (22 June 2026),22 June 2026,9534,SG250041253,1010110254,6.9,7.8
Day 4 (22 June 2026),22 June 2026,2783,SG250041274,1010110255,41.11,73.09
Day 4 (22 June 2026),22 June 2026,7015,SG250041384,1010110256,22.12,32.16
Day 4 (22 June 2026),22 June 2026,1927,SG250041414,1010110257,45.4,81.37
Day 4 (22 June 2026),22 June 2026,139,SG250041568,1010110259,63.39,98.67
Day 4 (22 June 2026),22 June 2026,6715,SG250000193,1020100203,23.75,35.06
Day 4 (22 June 2026),22 June 2026,862,SG250000533,1020100205,52.72,91.67
Day 4 (22 June 2026),22 June 2026,2231,SG250000534,1020100206,43.73,78.43
Day 4 (22 June 2026),22 June 2026,3695,SG250000755,1020100207,37.08,64.27
Day 4 (22 June 2026),22 June 2026,7567,SG250000843,1020100209,19.45,26.82
Day 4 (22 June 2026),22 June 2026,991,SG250000858,1020100210,51.41,90.42
Day 4 (22 June 2026),22 June 2026,2160,SG250000951,1020100211,44.07,79.12
Day 4 (22 June 2026),22 June 2026,9784,SG250000956,1020100212,4.83,5.38
Day 4 (22 June 2026),22 June 2026,55,SG250001121,1020100213,67.05,99.48
Day 4 (22 June 2026),22 June 2026,2249,SG250001225,1020100214,43.43,78.26
Day 4 (22 June 2026),22 June 2026,6555,SG250001226,1020100215,24.19,36.61
Day 4 (22 June 2026),22 June 2026,7447,SG250001568,1020100217,20.12,27.98
Day 4 (22 June 2026),22 June 2026,8997,SG250001619,1020100218,10.83,12.99
Day 4 (22 June 2026),22 June 2026,4503,SG250001728,1020100219,33.44,56.46
Day 4 (22 June 2026),22 June 2026,1221,SG250001838,1020100221,49.75,88.2
Day 4 (22 June 2026),22 June 2026,4888,SG250001979,1020100223,31.8,52.73
Day 4 (22 June 2026),22 June 2026,8449,SG250002352,1020100226,14.44,18.29
Day 4 (22 June 2026),22 June 2026,10205,SG250002535,1020100227,-0.44,1.31
Day 4 (22 June 2026),22 June 2026,6297,SG250002692,1020100228,25.46,39.1
Day 4 (22 June 2026),22 June 2026,9827,SG250002885,1020100229,4.47,4.96
Day 4 (22 June 2026),22 June 2026,1087,SG250003042,1020100232,50.75,89.5
Day 4 (22 June 2026),22 June 2026,4593,SG250003258,1020100234,33.1,55.59
Day 4 (22 June 2026),22 June 2026,7260,SG250003498,1020100237,20.86,29.79
Day 4 (22 June 2026),22 June 2026,884,SG250003710,1020100240,52.39,91.46
Day 4 (22 June 2026),22 June 2026,308,SG250003775,1020100242,59.06,97.03
Day 4 (22 June 2026),22 June 2026,8641,SG250004121,1020100244,13.17,16.43
Day 4 (22 June 2026),22 June 2026,7463,SG250004198,1020100245,20.09,27.83
Day 4 (22 June 2026),22 June 2026,421,SG250004379,1020100247,57.07,95.94
Day 4 (22 June 2026),22 June 2026,5468,SG250004971,1020100249,29.42,47.12
Day 4 (22 June 2026),22 June 2026,5642,SG250005082,1020100250,28.73,45.44
Day 4 (22 June 2026),22 June 2026,985,SG250005214,1020100253,51.43,90.48
Day 4 (22 June 2026),22 June 2026,6962,SG250005307,1020100254,22.43,32.67
Day 4 (22 June 2026),22 June 2026,4081,SG250005374,1020100256,35.41,60.54
Day 4 (22 June 2026),22 June 2026,6401,SG250005424,1020100257,25.08,38.1
Day 4 (22 June 2026),22 June 2026,65,SG250005822,1020100259,66.39,99.38
Day 4 (22 June 2026),22 June 2026,3125,SG250005981,1020100261,39.45,69.78
Day 4 (22 June 2026),22 June 2026,3602,SG250006193,1020100263,37.42,65.17
Day 4 (22 June 2026),22 June 2026,7479,SG250006371,1020100265,19.84,27.67
Day 4 (22 June 2026),22 June 2026,14,SG250006386,1020100266,73.71,99.87
Day 4 (22 June 2026),22 June 2026,6507,SG250006403,1020100267,24.46,37.07
Day 4 (22 June 2026),22 June 2026,4771,SG250006413,1020100268,32.43,53.86
Day 4 (22 June 2026),22 June 2026,5314,SG250006627,1020100269,30.08,48.61
Day 4 (22 June 2026),22 June 2026,6518,SG250006736,1020100270,24.45,36.97
Day 4 (22 June 2026),22 June 2026,4537,SG250006796,1020100271,33.41,56.13
Day 4 (22 June 2026),22 June 2026,3181,SG250007045,1020100274,39.4,69.24
Day 4 (22 June 2026),22 June 2026,447,SG250007138,1020100275,56.72,95.69
Day 4 (22 June 2026),22 June 2026,7305,SG250007456,1020100277,20.74,29.35
Day 4 (22 June 2026),22 June 2026,5725,SG250007572,1020100278,28.39,44.64
Day 4 (22 June 2026),22 June 2026,7271,SG250007806,1020100279,20.82,29.68
Day 4 (22 June 2026),22 June 2026,9640,SG250008230,1020100282,6.13,6.77
Day 4 (22 June 2026),22 June 2026,6573,SG250008971,1020100286,24.16,36.43
Day 4 (22 June 2026),22 June 2026,9319,SG250009152,1020100287,8.8,9.88
Day 4 (22 June 2026),22 June 2026,7303,SG250009200,1020100288,20.75,29.37
Day 4 (22 June 2026),22 June 2026,8230,SG250009259,1020100289,15.75,20.41
Day 4 (22 June 2026),22 June 2026,7902,SG250009468,1020100290,17.76,23.58
Day 4 (22 June 2026),22 June 2026,2174,SG250009929,1020100293,44.05,78.98
Day 4 (22 June 2026),22 June 2026,8078,SG250010203,1020100294,16.51,21.88
Day 4 (22 June 2026),22 June 2026,2134,SG250010321,1020100295,44.09,79.37
Day 4 (22 June 2026),22 June 2026,3139,SG250010398,1020100296,39.43,69.65
Day 4 (22 June 2026),22 June 2026,6912,SG250010640,1020100300,22.5,33.16
