Day,Exam_Date,Rank,Registration_No,Roll_No,Marks,Percentile
Day 1 (19 July 2026),19 July 2026,109,SG250140761,1020200277,28.09,41.62
Day 1 (19 July 2026),19 July 2026,29,SG250141973,1020200278,56.09,84.86
Day 1 (19 July 2026),19 July 2026,125,SG250147241,1020200284,23.45,32.97
Day 1 (19 July 2026),19 July 2026,68,SG250147930,1020200285,39.76,63.78
Day 1 (19 July 2026),19 July 2026,131,SG250002966,1030200290,22.49,29.73
Day 1 (19 July 2026),19 July 2026,118,SG250003232,1030200291,26.14,36.76
Day 1 (19 July 2026),19 July 2026,42,SG250003324,1030200292,51.11,77.84
Day 1 (19 July 2026),19 July 2026,149,SG250010020,1030200294,17.48,20.0
Day 1 (19 July 2026),19 July 2026,32,SG250011283,1030200297,53.75,83.24
Day 1 (19 July 2026),19 July 2026,63,SG250011877,1030200300,41.78,66.49
Day 1 (19 July 2026),19 July 2026,133,SG250017428,1030200303,22.48,28.65
Day 1 (19 July 2026),19 July 2026,169,SG250025207,1030200307,11.18,9.19
Day 1 (19 July 2026),19 July 2026,94,SG250025347,1030200308,31.78,49.73
Day 1 (19 July 2026),19 July 2026,173,SG250025796,1030200309,10.81,7.03
Day 1 (19 July 2026),19 July 2026,176,SG250026664,1030200311,9.78,5.41
Day 1 (19 July 2026),19 July 2026,129,SG250027358,1030200313,22.78,30.81
Day 1 (19 July 2026),19 July 2026,2,SG250030697,1030200315,73.71,99.46
Day 1 (19 July 2026),19 July 2026,31,SG250036477,1030200319,54.78,83.78
Day 1 (19 July 2026),19 July 2026,165,SG250039914,1030200322,13.16,11.35
Day 1 (19 July 2026),19 July 2026,19,SG250040377,1030200324,60.42,90.27
Day 1 (19 July 2026),19 July 2026,14,SG250042091,1030200325,62.72,92.97
Day 1 (19 July 2026),19 July 2026,65,SG250042972,1030200326,40.45,65.41
Day 1 (19 July 2026),19 July 2026,6,SG250044353,1030200328,66.08,97.3
Day 1 (19 July 2026),19 July 2026,185,SG250044618,1030200329,-9.06,0.54
Day 1 (19 July 2026),19 July 2026,57,SG250047808,1030200331,44.14,69.73
Day 1 (19 July 2026),19 July 2026,87,SG250055826,1030200333,33.5,53.51
Day 1 (19 July 2026),19 July 2026,106,SG250064974,1030200336,28.44,43.24
Day 1 (19 July 2026),19 July 2026,142,SG250066383,1030200337,18.87,23.78
Day 1 (19 July 2026),19 July 2026,72,SG250067210,1030200338,38.42,61.62
Day 1 (19 July 2026),19 July 2026,100,SG250077007,1030200343,30.15,46.49
Day 1 (19 July 2026),19 July 2026,104,SG250081147,1030200346,28.5,44.32
Day 1 (19 July 2026),19 July 2026,18,SG250091271,1030200349,60.43,90.81
Day 1 (19 July 2026),19 July 2026,46,SG250097980,1030200351,48.43,75.68
Day 1 (19 July 2026),19 July 2026,124,SG250110954,1030200352,23.77,33.51
Day 1 (19 July 2026),19 July 2026,178,SG250111217,1030200354,6.21,4.32
Day 1 (19 July 2026),19 July 2026,55,SG250113289,1030200355,44.38,70.81
Day 1 (19 July 2026),19 July 2026,166,SG250122377,1030200356,12.88,10.81
Day 1 (19 July 2026),19 July 2026,79,SG250137357,1030200364,35.8,57.84
Day 1 (19 July 2026),19 July 2026,75,SG250143350,1030200369,37.44,60.0
Day 1 (19 July 2026),19 July 2026,160,SG250146239,1030200373,14.41,14.05
Day 1 (19 July 2026),19 July 2026,35,SG250002106,1040200376,53.1,81.62
Day 1 (19 July 2026),19 July 2026,90,SG250004600,1040200378,32.77,51.89
Day 1 (19 July 2026),19 July 2026,13,SG250011547,1040200381,63.07,93.51
Day 1 (19 July 2026),19 July 2026,73,SG250011704,1040200382,38.4,61.08
Day 1 (19 July 2026),19 July 2026,64,SG250012316,1040200384,41.75,65.95
Day 1 (19 July 2026),19 July 2026,105,SG250013801,1040200386,28.48,43.78
Day 1 (19 July 2026),19 July 2026,101,SG250015290,1040200388,29.15,45.95
Day 1 (19 July 2026),19 July 2026,53,SG250021253,1040200393,44.8,71.89
Day 1 (19 July 2026),19 July 2026,136,SG250029193,1040200397,21.5,27.03
Day 1 (19 July 2026),19 July 2026,62,SG250038932,1040200407,41.79,67.03
Day 1 (19 July 2026),19 July 2026,92,SG250040390,1040200409,32.49,50.81
Day 1 (19 July 2026),19 July 2026,107,SG250042615,1040200412,28.18,42.7
Day 1 (19 July 2026),19 July 2026,128,SG250044528,1040200413,22.8,31.35
Day 1 (19 July 2026),19 July 2026,117,SG250052701,1040200416,26.17,37.3
Day 1 (19 July 2026),19 July 2026,144,SG250063883,1040200427,18.48,22.7
Day 1 (19 July 2026),19 July 2026,70,SG250069528,1040200429,38.75,62.7
Day 1 (19 July 2026),19 July 2026,122,SG250071755,1040200430,24.19,34.59
Day 1 (19 July 2026),19 July 2026,147,SG250076015,1040200435,17.86,21.08
Day 1 (19 July 2026),19 July 2026,126,SG250076473,1040200436,23.18,32.43
Day 1 (19 July 2026),19 July 2026,181,SG250088938,1040200439,5.23,2.7
Day 1 (19 July 2026),19 July 2026,164,SG250094949,1040200441,13.55,11.89
Day 1 (19 July 2026),19 July 2026,39,SG250099056,1040200443,52.41,79.46
Day 1 (19 July 2026),19 July 2026,52,SG250101499,1040200445,45.1,72.43
Day 1 (19 July 2026),19 July 2026,183,SG250107382,1040200448,-0.45,1.62
Day 1 (19 July 2026),19 July 2026,67,SG250108719,1040200449,40.1,64.32
Day 1 (19 July 2026),19 July 2026,28,SG250109351,1040200450,56.43,85.41
Day 1 (19 July 2026),19 July 2026,47,SG250120397,1040200453,47.45,75.14
Day 1 (19 July 2026),19 July 2026,152,SG250146425,1040200466,16.17,18.38
Day 1 (19 July 2026),19 July 2026,138,SG250146581,1040200467,20.82,25.95
Day 1 (19 July 2026),19 July 2026,17,SG250004512,1050200470,61.07,91.35
Day 1 (19 July 2026),19 July 2026,123,SG250004526,1050200471,23.8,34.05
Day 1 (19 July 2026),19 July 2026,159,SG250006100,1050200472,14.44,14.59
Day 1 (19 July 2026),19 July 2026,111,SG250006705,1050200473,27.17,40.54
Day 1 (19 July 2026),19 July 2026,61,SG250011165,1050200478,42.13,67.57
Day 1 (19 July 2026),19 July 2026,33,SG250011667,1050200481,53.4,82.7
Day 1 (19 July 2026),19 July 2026,16,SG250013853,1050200485,61.74,91.89
Day 1 (19 July 2026),19 July 2026,139,SG250016344,1050200487,20.14,25.41
Day 1 (19 July 2026),19 July 2026,167,SG250025864,1050200489,12.83,10.27
Day 1 (19 July 2026),19 July 2026,108,SG250030896,1050200491,28.17,42.16
Day 1 (19 July 2026),19 July 2026,112,SG250031127,1050200492,27.09,40.0
Day 1 (19 July 2026),19 July 2026,135,SG250035706,1050200493,21.78,27.57
Day 1 (19 July 2026),19 July 2026,54,SG250042439,1050200494,44.77,71.35
Day 1 (19 July 2026),19 July 2026,76,SG250047611,1050200496,37.44,59.46
Day 1 (19 July 2026),19 July 2026,26,SG250048722,1050200497,58.06,86.49
Day 1 (19 July 2026),19 July 2026,161,SG250049830,1050200500,14.2,13.51
Day 1 (19 July 2026),19 July 2026,41,SG250051359,1050200501,51.73,78.38
Day 1 (19 July 2026),19 July 2026,114,SG250077125,1050200507,26.79,38.92
Day 1 (19 July 2026),19 July 2026,51,SG250083621,1050200509,46.43,72.97
Day 1 (19 July 2026),19 July 2026,120,SG250115059,1050200521,25.79,35.68
Day 1 (19 July 2026),19 July 2026,45,SG250119971,1050200524,49.11,76.22
Day 1 (19 July 2026),19 July 2026,34,SG250127887,1050200527,53.11,82.16
Day 1 (19 July 2026),19 July 2026,71,SG250131041,1050200528,38.48,62.16
